employee_id,location,attrition_flag,attrition_risk_score,sentiment_score,sentiment_band,engagement_score,manager_effectiveness
EMP1256,Remote,Stayed,44,0.64,Neutral,3.2,3.6
EMP1257,Austin,Stayed,52,0.65,Neutral,2.7,2.7
EMP1258,San Francisco,Stayed,64,0.47,Neutral,2.7,1.8
EMP1259,San Francisco,Stayed,12,1.0,Positive,4.9,4.3
EMP1260,New York,Stayed,24,0.77,Positive,3.8,4.0
EMP1261,Remote,Stayed,37,0.73,Neutral,3.7,3.6
EMP1262,New York,Stayed,39,0.61,Neutral,3.2,3.8
EMP1263,London,At-Risk,68,0.51,Neutral,2.3,2.0
EMP1264,New York,Stayed,34,0.76,Positive,3.6,3.5
EMP1265,New York,Stayed,26,0.86,Positive,4.1,3.7
EMP1266,Austin,Stayed,23,0.83,Positive,4.1,3.9
EMP1267,San Francisco,At-Risk,73,0.49,Neutral,2.5,1.8
EMP1268,Remote,Stayed,37,0.7,Neutral,3.5,3.3
EMP1269,New York,Stayed,41,0.67,Neutral,3.2,3.2
EMP1270,Remote,Stayed,14,0.82,Positive,4.6,4.6
EMP1271,New York,Stayed,16,0.82,Positive,3.9,4.8
EMP1272,London,Stayed,50,0.64,Neutral,2.6,3.3
EMP1273,New York,Stayed,56,0.49,Neutral,2.3,2.0
EMP1274,Austin,Stayed,32,0.75,Neutral,3.8,3.0
EMP1275,San Francisco,Stayed,62,0.46,Neutral,2.4,2.3
EMP1276,London,At-Risk,70,0.44,Negative,2.0,2.2
EMP1277,New York,Stayed,64,0.47,Neutral,2.4,2.1
EMP1278,Remote,Stayed,31,0.86,Positive,4.1,3.8
EMP1279,London,At-Risk,74,0.32,Negative,1.6,2.3
EMP1280,London,At-Risk,68,0.52,Neutral,2.2,2.1
EMP1281,New York,Stayed,5,1.0,Positive,4.7,5.0
EMP1282,London,At-Risk,82,0.31,Negative,1.6,1.2
EMP1283,Remote,Stayed,44,0.7,Neutral,3.5,3.5
EMP1284,London,At-Risk,73,0.45,Neutral,2.3,2.1
EMP1285,Remote,At-Risk,70,0.41,Negative,2.1,1.8
EMP1286,New York,Stayed,15,0.83,Positive,4.4,4.8
EMP1287,San Francisco,At-Risk,81,0.39,Negative,2.2,1.7
EMP1288,London,Stayed,57,0.55,Neutral,2.4,2.5
EMP1289,San Francisco,Stayed,28,0.79,Positive,3.7,3.5
EMP1290,Remote,Stayed,23,0.83,Positive,3.9,4.1
EMP1291,London,Stayed,42,0.61,Neutral,3.1,2.9
EMP1292,Austin,Stayed,48,0.65,Neutral,2.8,3.1
EMP1293,San Francisco,At-Risk,76,0.4,Negative,2.0,1.7
EMP1294,London,Stayed,43,0.68,Neutral,3.2,3.6
EMP1295,San Francisco,Stayed,35,0.65,Neutral,3.6,3.6
EMP1296,London,Stayed,41,0.69,Neutral,3.5,3.0
EMP1297,New York,Stayed,8,0.89,Positive,4.5,4.7
EMP1298,San Francisco,Stayed,6,0.9,Positive,4.5,4.5
EMP1299,Austin,Stayed,48,0.62,Neutral,3.5,2.8
EMP1300,Austin,Stayed,51,0.64,Neutral,3.0,3.1
EMP1301,Remote,Stayed,8,0.93,Positive,4.4,4.8
EMP1302,London,Stayed,55,0.43,Negative,2.4,2.9
EMP1303,San Francisco,At-Risk,70,0.45,Neutral,2.6,2.4
EMP1304,Remote,Stayed,11,0.87,Positive,4.6,4.6
EMP1305,San Francisco,Stayed,10,0.95,Positive,4.6,4.7
EMP1306,London,Stayed,61,0.45,Negative,2.4,3.0
EMP1307,Austin,At-Risk,66,0.44,Negative,2.2,1.9
EMP1308,New York,Stayed,55,0.58,Neutral,3.2,3.0
EMP1309,Austin,Stayed,16,0.98,Positive,4.4,4.1
EMP1310,Remote,Stayed,17,0.94,Positive,4.7,4.1
EMP1311,New York,At-Risk,66,0.58,Neutral,2.6,2.7
EMP1312,Remote,Stayed,63,0.46,Neutral,2.2,2.8
EMP1313,London,Stayed,29,0.72,Neutral,3.6,3.6
EMP1314,New York,Stayed,36,0.63,Neutral,3.2,2.8
EMP1315,Remote,Stayed,33,0.69,Neutral,3.6,3.7
EMP1316,London,Stayed,26,0.76,Positive,3.9,4.1
EMP1317,Austin,At-Risk,67,0.39,Negative,2.2,2.1
EMP1318,London,Stayed,46,0.53,Neutral,2.9,3.5
EMP1319,San Francisco,At-Risk,74,0.55,Neutral,2.2,1.9
EMP1320,London,At-Risk,77,0.44,Negative,2.1,2.0
EMP1321,London,Stayed,37,0.76,Positive,3.4,3.5
EMP1322,San Francisco,Stayed,40,0.62,Neutral,3.3,3.5
EMP1323,Remote,Stayed,0,0.94,Positive,5.0,5.0
EMP1324,Remote,Stayed,38,0.69,Neutral,3.7,3.2
EMP1325,London,Stayed,63,0.37,Negative,2.0,2.9
EMP1326,San Francisco,Stayed,56,0.53,Neutral,2.7,2.6
EMP1327,San Francisco,Stayed,45,0.6,Neutral,3.1,3.1
EMP1328,Austin,Stayed,45,0.58,Neutral,3.1,3.4
EMP1329,Remote,At-Risk,68,0.45,Negative,2.2,2.0
EMP1330,New York,Stayed,44,0.63,Neutral,3.1,3.1
EMP1331,Remote,Stayed,51,0.71,Neutral,3.4,3.1
EMP1332,Remote,Stayed,23,0.91,Positive,4.2,4.3
EMP1333,Austin,Stayed,22,0.78,Positive,4.0,3.9
EMP1334,New York,Stayed,25,0.89,Positive,4.1,4.2
EMP1335,Austin,At-Risk,81,0.41,Negative,2.0,1.6
EMP1336,New York,Stayed,61,0.45,Neutral,2.7,2.3
EMP1337,London,Stayed,52,0.69,Neutral,3.0,2.4
EMP1338,New York,Stayed,37,0.8,Positive,3.5,3.2
EMP1339,Austin,Left,85,0.43,Negative,2.0,1.0
EMP1340,Remote,Stayed,11,0.89,Positive,4.4,4.3
EMP1341,New York,Stayed,24,0.85,Positive,4.3,4.1
EMP1342,New York,Stayed,40,0.71,Neutral,3.6,3.7
EMP1343,San Francisco,At-Risk,69,0.5,Neutral,2.2,2.2
EMP1344,Remote,Stayed,18,0.86,Positive,4.3,4.8
EMP1345,London,Stayed,43,0.63,Neutral,2.8,3.8
EMP1346,Austin,Stayed,8,0.87,Positive,4.3,4.8
EMP1347,London,Stayed,50,0.63,Neutral,3.3,3.1
EMP1348,Remote,Stayed,24,0.85,Positive,4.4,4.2
EMP1349,New York,Stayed,42,0.67,Neutral,3.6,3.9
EMP1350,New York,At-Risk,72,0.51,Neutral,2.4,1.7
EMP1351,Remote,Stayed,30,0.74,Neutral,4.0,3.9
EMP1352,New York,Stayed,30,0.73,Neutral,3.9,3.8
EMP1353,New York,Stayed,24,0.91,Positive,4.2,4.5
EMP1354,New York,Stayed,61,0.45,Neutral,2.5,2.8
EMP1355,Austin,At-Risk,67,0.56,Neutral,2.6,2.3
EMP1356,Austin,Stayed,4,0.83,Positive,4.7,4.5
EMP1357,San Francisco,Stayed,15,0.92,Positive,4.2,4.4
EMP1358,London,Stayed,39,0.68,Neutral,3.7,3.4
EMP1359,Remote,Stayed,16,0.81,Positive,4.3,4.8
EMP1360,Remote,Stayed,32,0.79,Positive,3.8,4.0
EMP1361,Remote,Stayed,25,0.81,Positive,4.0,4.0
EMP1362,San Francisco,Stayed,3,0.98,Positive,4.7,4.8
EMP1363,Austin,Stayed,33,0.68,Neutral,3.7,3.5
EMP1364,San Francisco,Stayed,30,0.77,Positive,3.9,3.6
EMP1365,Remote,At-Risk,66,0.46,Neutral,2.5,2.3
EMP1366,London,Stayed,57,0.43,Negative,2.4,2.6
EMP1367,New York,Stayed,19,0.86,Positive,4.1,4.2
EMP1368,Austin,Stayed,55,0.61,Neutral,2.8,2.6
EMP1369,Austin,Stayed,45,0.5,Neutral,2.6,2.9
EMP1370,San Francisco,Stayed,56,0.66,Neutral,2.9,2.9
EMP1371,Austin,Stayed,60,0.51,Neutral,2.7,2.4
EMP1372,Remote,Stayed,59,0.6,Neutral,2.6,2.7
EMP1373,Remote,Stayed,44,0.68,Neutral,3.3,2.9
EMP1374,San Francisco,Stayed,16,0.88,Positive,4.7,4.0
EMP1375,Remote,Stayed,32,0.8,Positive,3.5,3.5
EMP1376,London,Left,85,0.29,Negative,1.6,1.3
EMP1377,San Francisco,At-Risk,73,0.51,Neutral,2.2,2.1
EMP1378,London,Stayed,53,0.62,Neutral,3.1,2.7
EMP1379,New York,Stayed,35,0.65,Neutral,3.1,3.6
EMP1380,London,Stayed,48,0.74,Neutral,3.5,3.2
EMP1381,New York,Stayed,23,0.84,Positive,4.0,3.8
EMP1382,New York,Stayed,13,0.86,Positive,4.4,4.5
EMP1383,London,Left,93,0.39,Negative,1.8,1.3
EMP1384,San Francisco,Stayed,18,0.84,Positive,4.1,3.5
EMP1385,Remote,Stayed,45,0.57,Neutral,2.8,2.9
EMP1386,Remote,Stayed,8,0.95,Positive,4.8,4.6
EMP1387,New York,Stayed,18,0.79,Positive,3.9,3.5
EMP1388,New York,Stayed,38,0.69,Neutral,3.0,3.2
EMP1389,San Francisco,Stayed,63,0.55,Neutral,2.8,2.5
EMP1390,Austin,Stayed,59,0.57,Neutral,2.6,2.5
EMP1391,London,Stayed,62,0.59,Neutral,3.1,2.7
EMP1392,New York,Stayed,52,0.49,Neutral,2.7,2.8
EMP1393,Remote,Stayed,23,0.92,Positive,3.8,4.3
EMP1394,San Francisco,Stayed,65,0.59,Neutral,2.8,2.0
EMP1395,London,Stayed,52,0.63,Neutral,3.0,3.0
EMP1396,San Francisco,Stayed,9,0.92,Positive,4.4,4.8
EMP1397,London,Stayed,40,0.74,Neutral,3.3,3.2
EMP1398,London,Stayed,48,0.68,Neutral,3.3,2.8
EMP1399,New York,At-Risk,66,0.55,Neutral,2.6,2.7
EMP1400,San Francisco,At-Risk,68,0.4,Negative,2.3,2.7
EMP1401,San Francisco,Stayed,15,0.87,Positive,4.1,4.5
EMP1402,Remote,Stayed,40,0.61,Neutral,3.1,3.3
EMP1403,Remote,Stayed,38,0.69,Neutral,3.3,3.3
EMP1404,New York,At-Risk,69,0.33,Negative,2.1,1.7
EMP1405,New York,Stayed,52,0.59,Neutral,2.8,3.1
EMP1406,Austin,At-Risk,73,0.31,Negative,2.1,2.4
EMP1407,Remote,Stayed,13,0.91,Positive,4.6,4.2
EMP1408,London,Left,88,0.26,Negative,1.7,1.9
EMP1409,San Francisco,Stayed,39,0.77,Positive,3.7,3.9
EMP1410,New York,At-Risk,70,0.43,Negative,2.1,2.5
EMP1411,San Francisco,Stayed,28,0.76,Positive,4.0,4.0
EMP1412,San Francisco,Stayed,49,0.67,Neutral,3.0,2.6
EMP1413,Austin,Stayed,7,0.89,Positive,4.7,4.5
EMP1414,Remote,Stayed,18,0.78,Positive,4.7,4.3
EMP1415,New York,Stayed,47,0.62,Neutral,3.0,3.0
EMP1416,San Francisco,Stayed,15,0.85,Positive,4.7,4.6
EMP1417,New York,Stayed,5,0.95,Positive,5.0,5.0
EMP1418,London,Stayed,38,0.67,Neutral,3.5,3.8
EMP1419,Austin,Stayed,1,0.84,Positive,4.5,4.9
EMP1420,London,At-Risk,77,0.32,Negative,1.7,1.9
EMP1421,New York,Stayed,36,0.68,Neutral,3.7,3.6
EMP1422,New York,At-Risk,66,0.45,Negative,2.2,2.1
EMP1423,Remote,At-Risk,67,0.4,Negative,2.3,2.2
EMP1424,San Francisco,Stayed,3,1.0,Positive,5.0,5.0
EMP1425,San Francisco,Stayed,46,0.65,Neutral,3.0,3.1
EMP1426,London,Stayed,39,0.69,Neutral,3.2,3.2
EMP1427,Austin,Stayed,6,0.88,Positive,4.4,4.3
EMP1428,San Francisco,Stayed,11,0.87,Positive,4.6,4.3
EMP1429,Remote,Stayed,9,1.0,Positive,5.0,4.4
EMP1430,London,At-Risk,72,0.31,Negative,1.7,2.2
EMP1431,London,Left,88,0.23,Negative,1.1,2.0
EMP1432,Remote,Stayed,38,0.56,Neutral,3.2,3.7
EMP1433,Austin,At-Risk,66,0.52,Neutral,2.4,1.9
EMP1434,Remote,At-Risk,74,0.42,Negative,2.1,2.4
EMP1435,Austin,Stayed,52,0.73,Neutral,3.1,3.5
EMP1436,Remote,Stayed,22,0.94,Positive,4.4,4.2
EMP1437,Remote,Stayed,27,0.77,Positive,3.7,3.9
EMP1438,New York,Stayed,63,0.58,Neutral,2.9,2.8
EMP1439,London,Stayed,49,0.56,Neutral,3.0,3.6
EMP1440,Remote,Stayed,53,0.59,Neutral,2.7,2.8
EMP1441,Remote,At-Risk,73,0.4,Negative,2.0,1.7
EMP1442,San Francisco,Stayed,20,0.92,Positive,4.3,4.6
EMP1443,London,Stayed,49,0.59,Neutral,2.9,3.3
EMP1444,San Francisco,Stayed,12,0.88,Positive,4.3,4.4
EMP1445,London,Left,94,0.25,Negative,1.1,1.3
EMP1446,San Francisco,Stayed,10,0.86,Positive,4.5,4.5
EMP1447,Remote,Stayed,28,0.72,Neutral,3.9,3.4
EMP1448,Remote,Stayed,38,0.69,Neutral,3.7,3.6
EMP1449,New York,Stayed,29,0.83,Positive,3.9,4.1
EMP1450,San Francisco,Stayed,14,0.87,Positive,4.6,4.5
EMP1451,Austin,Stayed,31,0.71,Neutral,3.8,4.1
EMP1452,New York,Stayed,28,0.78,Positive,3.7,3.6
EMP1453,San Francisco,Stayed,0,0.98,Positive,5.0,4.8
EMP1454,San Francisco,Stayed,22,0.84,Positive,4.3,4.6
EMP1455,New York,Stayed,41,0.64,Neutral,3.3,3.4
EMP1456,Remote,Stayed,16,0.71,Neutral,4.1,4.0
EMP1457,San Francisco,Stayed,42,0.59,Neutral,3.2,3.6
EMP1458,Remote,Stayed,63,0.6,Neutral,2.7,2.4
EMP1459,New York,Stayed,35,0.73,Neutral,3.8,3.5
EMP1460,Remote,Stayed,12,0.86,Positive,4.8,3.7
EMP1461,London,Stayed,41,0.71,Neutral,3.8,3.6
EMP1462,Austin,Stayed,36,0.62,Neutral,3.0,3.5
EMP1463,San Francisco,Stayed,44,0.73,Neutral,3.6,2.8
EMP1464,Austin,At-Risk,71,0.51,Neutral,2.6,2.3
EMP1465,Remote,Stayed,3,0.96,Positive,5.0,5.0
EMP1466,San Francisco,Stayed,14,0.92,Positive,4.9,4.0
EMP1467,Remote,Stayed,23,0.81,Positive,3.9,3.7
EMP1468,London,Stayed,36,0.72,Neutral,3.4,3.9
EMP1469,New York,Stayed,13,0.89,Positive,4.1,5.0
EMP1470,San Francisco,Stayed,23,0.7,Neutral,3.8,3.9
EMP1471,London,Left,100,0.3,Negative,1.2,1.0
EMP1472,London,Stayed,65,0.47,Neutral,2.4,2.0
EMP1473,San Francisco,Stayed,20,0.81,Positive,4.0,4.1
EMP1474,Remote,Stayed,25,0.85,Positive,4.0,4.1
EMP1475,London,Stayed,63,0.4,Negative,2.1,2.9
EMP1476,Austin,Stayed,3,0.86,Positive,4.8,5.0
EMP1477,London,Left,86,0.34,Negative,1.5,1.5
EMP1478,Remote,Stayed,45,0.72,Neutral,3.5,3.4
EMP1479,Remote,Stayed,9,0.8,Positive,4.1,5.0
EMP1480,Austin,Stayed,17,0.85,Positive,4.1,4.3
EMP1481,London,Stayed,56,0.63,Neutral,2.9,2.7
EMP1482,Remote,Stayed,50,0.49,Neutral,2.8,2.7
EMP1483,San Francisco,Stayed,61,0.49,Neutral,2.5,2.1
EMP1484,New York,Stayed,37,0.67,Neutral,3.9,2.9
EMP1485,New York,Stayed,33,0.75,Positive,3.8,3.9
EMP1486,New York,Stayed,59,0.49,Neutral,2.5,3.3
EMP1487,London,Stayed,54,0.65,Neutral,3.1,2.5
EMP1488,Austin,Stayed,37,0.62,Neutral,3.4,3.4
EMP1489,Remote,Stayed,29,0.78,Positive,4.0,3.7
EMP1490,San Francisco,Stayed,12,0.74,Neutral,4.5,4.7
EMP1491,San Francisco,Stayed,64,0.53,Neutral,2.5,2.4
EMP1492,London,Left,100,0.21,Negative,1.1,1.0
EMP1493,New York,Stayed,15,0.87,Positive,4.3,3.9
EMP1494,London,Stayed,54,0.49,Neutral,2.8,2.5
EMP1495,Austin,Stayed,22,0.84,Positive,4.1,4.6
EMP1496,Austin,Stayed,0,0.99,Positive,4.5,5.0
EMP1497,Remote,Stayed,13,0.87,Positive,4.4,4.3
EMP1498,Remote,Stayed,0,1.0,Positive,4.9,5.0
EMP1499,Austin,Stayed,27,0.68,Neutral,3.6,3.5
EMP1500,Austin,Stayed,38,0.69,Neutral,3.5,3.3
EMP1501,Austin,Stayed,48,0.56,Neutral,3.2,3.2
EMP1502,London,Left,88,0.33,Negative,1.5,1.6
EMP1503,Austin,Stayed,38,0.75,Positive,3.7,3.5
EMP1504,San Francisco,Stayed,60,0.51,Neutral,2.8,2.8
EMP1505,New York,Stayed,1,0.91,Positive,4.8,5.0
EMP1506,Austin,Stayed,43,0.75,Positive,3.7,3.8
EMP1507,New York,Stayed,28,0.8,Positive,3.8,3.8
EMP1508,London,At-Risk,70,0.49,Neutral,2.1,2.3
EMP1509,New York,Stayed,64,0.42,Negative,2.2,2.4
EMP1510,London,Left,100,0.15,Negative,1.1,1.1
EMP1511,San Francisco,Stayed,43,0.67,Neutral,3.3,3.1
EMP1512,London,Left,92,0.34,Negative,1.3,1.3
EMP1513,London,Stayed,59,0.48,Neutral,2.8,2.2
EMP1514,Remote,Stayed,8,0.88,Positive,4.6,4.6
EMP1515,Austin,Stayed,19,0.96,Positive,4.6,3.7
EMP1516,Austin,Stayed,30,0.8,Positive,4.0,3.3
EMP1517,San Francisco,Stayed,64,0.5,Neutral,2.6,1.9
EMP1518,San Francisco,Stayed,11,0.93,Positive,4.6,5.0
EMP1519,Austin,Stayed,7,0.98,Positive,4.7,4.7
EMP1520,Remote,At-Risk,67,0.51,Neutral,2.6,2.1
EMP1521,Austin,Stayed,13,0.83,Positive,4.2,4.4
EMP1522,Remote,Stayed,47,0.6,Neutral,2.9,3.3
EMP1523,San Francisco,Stayed,6,0.87,Positive,4.4,4.6
EMP1524,New York,Stayed,10,1.0,Positive,5.0,4.9
EMP1525,San Francisco,At-Risk,78,0.52,Neutral,2.1,2.2
EMP1526,San Francisco,Stayed,7,0.89,Positive,4.7,5.0
EMP1527,London,Stayed,65,0.51,Neutral,2.9,2.7
EMP1528,London,Stayed,30,0.8,Positive,3.9,3.9
EMP1529,London,Stayed,65,0.41,Negative,2.4,2.3
EMP1530,London,Stayed,44,0.64,Neutral,3.5,2.9
EMP1531,Remote,At-Risk,73,0.33,Negative,2.2,2.6
EMP1532,Austin,Stayed,37,0.58,Neutral,3.0,3.8
EMP1533,New York,At-Risk,67,0.44,Negative,2.2,1.9
EMP1534,San Francisco,Stayed,3,0.96,Positive,4.9,5.0
EMP1535,Remote,Stayed,14,0.96,Positive,4.5,4.1
EMP1536,New York,Stayed,0,0.98,Positive,4.6,4.6
EMP1537,Remote,Stayed,0,1.0,Positive,4.8,5.0
EMP1538,Remote,At-Risk,69,0.45,Neutral,2.3,2.0
EMP1539,San Francisco,Stayed,46,0.69,Neutral,3.2,3.2
EMP1540,Austin,At-Risk,77,0.46,Neutral,2.2,1.5
EMP1541,London,Left,96,0.34,Negative,1.6,1.4
EMP1542,Austin,Stayed,64,0.51,Neutral,2.7,1.9
EMP1543,San Francisco,Stayed,39,0.57,Neutral,3.4,3.6
EMP1544,San Francisco,Stayed,43,0.59,Neutral,2.8,3.1
EMP1545,San Francisco,At-Risk,68,0.52,Neutral,2.3,2.2
EMP1546,New York,Stayed,62,0.42,Negative,2.5,2.6
EMP1547,Austin,Stayed,58,0.49,Neutral,2.4,2.3
EMP1548,Austin,Stayed,0,1.0,Positive,4.9,5.0
EMP1549,Remote,Stayed,19,0.84,Positive,4.3,4.3
EMP1550,Remote,Stayed,7,1.0,Positive,4.9,4.1
EMP1551,Remote,Stayed,37,0.66,Neutral,3.3,3.7
EMP1552,San Francisco,Stayed,58,0.54,Neutral,2.8,2.7
EMP1553,Austin,Stayed,30,0.94,Positive,4.4,3.9
EMP1554,San Francisco,Stayed,51,0.55,Neutral,3.0,2.8
EMP1555,New York,At-Risk,69,0.54,Neutral,2.9,2.1
EMP1556,Remote,Stayed,52,0.49,Neutral,2.7,2.2
EMP1557,San Francisco,Stayed,65,0.42,Negative,2.4,2.4
EMP1558,San Francisco,Stayed,53,0.56,Neutral,2.8,2.9
EMP1559,New York,Stayed,44,0.59,Neutral,3.1,3.2
EMP1560,London,Stayed,52,0.63,Neutral,3.0,3.0
EMP1561,Austin,At-Risk,72,0.35,Negative,2.2,1.9
EMP1562,London,At-Risk,74,0.27,Negative,1.6,1.6
EMP1563,Remote,Stayed,8,0.89,Positive,4.4,4.3
EMP1564,San Francisco,At-Risk,74,0.56,Neutral,2.4,1.8
EMP1565,New York,Stayed,44,0.62,Neutral,3.0,2.7
EMP1566,New York,Stayed,10,0.89,Positive,4.6,4.9
EMP1567,Austin,Stayed,57,0.42,Negative,2.5,3.1
EMP1568,London,Left,90,0.22,Negative,1.2,1.5
EMP1569,Austin,Stayed,32,0.69,Neutral,3.5,4.1
EMP1570,San Francisco,Stayed,54,0.46,Neutral,2.9,2.9
EMP1571,Austin,Stayed,19,0.68,Neutral,3.7,4.4
EMP1572,New York,Stayed,9,0.85,Positive,4.4,5.0
EMP1573,New York,Stayed,65,0.47,Neutral,2.4,1.7
EMP1574,Remote,Stayed,31,0.75,Neutral,3.7,3.8
EMP1575,Remote,Stayed,39,0.67,Neutral,3.5,3.6
EMP1576,San Francisco,At-Risk,66,0.51,Neutral,2.4,2.3
EMP1577,London,Stayed,54,0.58,Neutral,2.9,3.1
EMP1578,Austin,Stayed,50,0.55,Neutral,2.8,2.8
EMP1579,San Francisco,Stayed,41,0.72,Neutral,3.5,3.2
EMP1580,Remote,At-Risk,67,0.48,Neutral,2.2,2.2
EMP1581,Austin,Stayed,34,0.6,Neutral,3.4,3.9
EMP1582,Remote,Stayed,47,0.58,Neutral,2.9,3.0
EMP1583,Austin,Stayed,8,0.94,Positive,4.5,4.7
EMP1584,London,Left,91,0.29,Negative,1.2,1.1
EMP1585,San Francisco,Stayed,33,0.67,Neutral,3.3,3.4
EMP1586,Austin,Stayed,41,0.66,Neutral,3.4,2.9
EMP1587,New York,Stayed,25,0.86,Positive,4.2,4.0
EMP1588,New York,Stayed,33,0.78,Positive,3.7,3.7
EMP1589,Austin,Stayed,23,0.81,Positive,4.0,3.5
EMP1590,Austin,Stayed,18,0.88,Positive,4.3,4.0
EMP1591,Austin,Stayed,12,0.9,Positive,4.6,4.7
EMP1592,New York,Stayed,48,0.52,Neutral,2.9,3.0
EMP1593,New York,Stayed,24,0.71,Neutral,3.6,3.9
EMP1594,Austin,Stayed,25,0.87,Positive,4.5,4.3
EMP1595,Remote,Stayed,0,0.96,Positive,5.0,5.0
EMP1596,Remote,Stayed,5,1.0,Positive,4.7,4.4
EMP1597,London,At-Risk,70,0.47,Neutral,2.1,2.4
EMP1598,San Francisco,Stayed,55,0.43,Negative,2.6,3.1
EMP1599,Remote,Stayed,28,0.64,Neutral,3.5,3.7
EMP1600,New York,Stayed,15,0.83,Positive,4.2,4.6
EMP1601,Remote,Stayed,42,0.66,Neutral,3.5,3.5
EMP1602,London,Stayed,59,0.51,Neutral,2.4,2.8
EMP1603,London,Stayed,26,0.64,Neutral,3.5,3.5
EMP1604,San Francisco,Stayed,53,0.66,Neutral,3.1,2.7
EMP1605,Remote,Stayed,12,0.91,Positive,4.6,4.7
EMP1606,New York,Stayed,45,0.63,Neutral,3.2,2.8
EMP1607,New York,Stayed,38,0.6,Neutral,3.0,3.9
EMP1608,Austin,Stayed,53,0.65,Neutral,3.4,3.2
EMP1609,New York,Stayed,11,0.76,Positive,4.3,4.5
EMP1610,San Francisco,Stayed,59,0.48,Neutral,2.4,2.4
EMP1611,San Francisco,Stayed,65,0.5,Neutral,2.6,2.1
EMP1612,New York,Stayed,14,0.92,Positive,4.9,4.1
EMP1613,New York,Stayed,61,0.56,Neutral,2.5,2.8
EMP1614,Austin,Stayed,13,0.77,Positive,3.7,4.3
EMP1615,New York,Stayed,31,0.87,Positive,3.7,3.4
EMP1616,Austin,Stayed,50,0.74,Neutral,3.5,2.8
EMP1617,Austin,Stayed,29,0.75,Positive,3.9,3.8
EMP1618,New York,Stayed,55,0.49,Neutral,2.7,2.3
EMP1619,London,At-Risk,67,0.51,Neutral,2.7,2.4
EMP1620,London,At-Risk,74,0.39,Negative,2.1,2.4
EMP1621,Austin,Stayed,24,0.8,Positive,4.0,4.0
EMP1622,New York,At-Risk,72,0.41,Negative,2.4,2.1
EMP1623,London,Stayed,64,0.57,Neutral,2.7,2.9
EMP1624,New York,Stayed,53,0.52,Neutral,2.6,2.8
EMP1625,New York,Stayed,58,0.59,Neutral,2.8,2.7
EMP1626,New York,At-Risk,67,0.47,Neutral,2.7,2.7
EMP1627,Remote,Stayed,62,0.52,Neutral,2.5,2.8
EMP1628,New York,Stayed,7,0.96,Positive,4.5,4.6
EMP1629,Remote,Stayed,54,0.53,Neutral,2.9,2.9
EMP1630,Austin,Stayed,10,0.91,Positive,4.8,5.0
EMP1631,London,Stayed,19,0.82,Positive,3.9,4.1
EMP1632,London,Stayed,58,0.49,Neutral,2.7,2.5
EMP1633,London,Left,89,0.27,Negative,1.4,1.3
EMP1634,London,At-Risk,70,0.5,Neutral,2.1,1.9
EMP1635,London,Stayed,38,0.63,Neutral,3.4,3.6
EMP1636,London,At-Risk,74,0.5,Neutral,2.1,1.9
EMP1637,London,Left,98,0.24,Negative,1.3,1.1
EMP1638,Austin,Stayed,34,0.68,Neutral,3.7,4.1
EMP1639,New York,Stayed,4,0.94,Positive,4.5,4.6
EMP1640,San Francisco,Stayed,10,0.88,Positive,4.4,4.9
EMP1641,Remote,Stayed,58,0.51,Neutral,2.5,2.8
EMP1642,San Francisco,Stayed,30,0.77,Positive,4.0,3.5
EMP1643,San Francisco,Stayed,58,0.54,Neutral,2.7,2.6
EMP1644,New York,Stayed,49,0.43,Negative,2.7,3.1
EMP1645,New York,Stayed,21,0.94,Positive,4.6,4.1
EMP1646,New York,Stayed,63,0.61,Neutral,2.7,2.9
EMP1647,London,Left,83,0.27,Negative,1.8,1.8
EMP1648,Austin,Left,84,0.38,Negative,2.0,1.3
EMP1649,London,Stayed,34,0.68,Neutral,3.6,3.7
EMP1650,Austin,Stayed,23,0.8,Positive,4.4,4.0
EMP1651,Austin,Stayed,20,0.67,Neutral,3.9,3.4
EMP1652,San Francisco,Stayed,18,0.79,Positive,4.3,4.3
EMP1653,San Francisco,At-Risk,68,0.48,Neutral,2.5,1.7
EMP1654,Austin,Stayed,44,0.73,Neutral,3.4,3.1
EMP1655,Austin,Stayed,43,0.53,Neutral,3.1,4.1
EMP1656,London,Left,90,0.27,Negative,1.3,1.5
EMP1657,London,Stayed,65,0.5,Neutral,2.5,2.1
EMP1658,San Francisco,Stayed,0,1.0,Positive,4.8,5.0
EMP1659,New York,At-Risk,75,0.45,Neutral,2.1,1.7
EMP1660,Austin,Stayed,58,0.61,Neutral,2.9,2.7
EMP1661,London,Left,84,0.36,Negative,1.6,1.2
EMP1662,San Francisco,Stayed,46,0.5,Neutral,2.7,2.8
EMP1663,London,Stayed,37,0.72,Neutral,3.7,4.3
EMP1664,Austin,Stayed,45,0.74,Neutral,3.4,3.0
EMP1665,Austin,Stayed,47,0.58,Neutral,3.4,2.6
EMP1666,Remote,Stayed,20,0.82,Positive,4.3,4.7
EMP1667,New York,Stayed,57,0.43,Negative,2.5,3.1
EMP1668,Remote,Stayed,53,0.7,Neutral,3.5,2.7
EMP1669,San Francisco,Stayed,47,0.64,Neutral,3.3,3.5
EMP1670,London,Stayed,47,0.59,Neutral,2.8,2.9
EMP1671,San Francisco,Stayed,5,0.99,Positive,5.0,4.7
EMP1672,Austin,Stayed,31,0.78,Positive,4.3,3.8
EMP1673,Remote,Stayed,36,0.56,Neutral,3.2,3.6
